,Laptop Brand,Price,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Card Reader,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,RAM Bus Speed,Maximum RAM Supported,Solid State Drive,SSD Interface,Battery,Included Software,Sales Package,Other Features,Thunderbolt,Fingerprint Sensor,Security Lock Port,RAM Slots,Chipset,Hard Disk Capacity,Battery Backup,Aspect Ratio,Adapter Type,Hard Disk Speed,Country of Origin,Refresh Rate,USB Port Details,Battery Details,Other Ports,Optane Memory,Max SSD Supported,Display Port,Micro SD Card Reader,Hard Disk Interface,Rear Camera,GPU Clock Speed,VGA
475,Lenovo,"₹74,500",Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.06 x 259.61 x 24 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 120 Hz Refresh Rate, 45% NTSC Color Gamut)",100/1000 Mbps,IEEE 802.11ax (2x2),v5,"1 x USB Type-C, 4 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"4 Zone RGB English , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,"2 x 2 W Harman Kardon Speakers, Dolby Atoms for Gaming Certification",No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",11 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 16 GB,512 GB,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 WHr Li-Polymer Battery with Rapid Charge Pro Support (Charge 50% in 30 mins),,,,2,AMD SoC,,Upto 7.1 hours,16:09,170 W AC Adapter,,,,,,,,,,,,,,
476,Lenovo,"₹82,606",Ryzen 7 ,4800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.06 x 259.61 x 24 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit Display (250 nits Brightness, 45% NTSC Color Gamut, 120 Hz Refresh Rate)",100/1000 Mbps,IEEE 802.11ax (2x2),v5,"1 x USB Type-C, 4 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,2 x 2 W Stereo Speakers with Dolby Atoms,No,AMD Ryzen 7 ,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 16 GB,256 GB,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 WHr Li-Polymer Battery with Rapid Charge Pro Support (50% in 30 mins),,,,,AMD SoC,1 TB,Upto 7 hours,16:09,170 W AC Adapter,5400 RPM,,,,,,,,,,,,,
477,Lenovo,"₹78,500",Ryzen 7,4800H ,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 249.6 x 24.9 mm,2.2 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (60 Hz Refresh Rate, 250 nits Brightness, 45% NTSC Color Gamut)",100/1000 Mbps,IEEE 802.11ac (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English Blue LED , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,Stereo Speakers with HD Dolby Audio,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650 ,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 16 GB,512 GB,,,Microsoft Office Home and Student 2019,"Laptop, Power Adaptor, User Guide, Warranty Documents",45 WHr Li-polymer Battery,,,,2,,,Upto 6.7 hours,16:09,135 W AC Adapter,,,,,,,,,,,,,,
478,Asus,"₹2,04,990",Ryzen 9,5900HX,Gaming,Netbook,Windows 10 Pro (64-bit),360 x 268 x 20 mm,2.48 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Pantone Validated, 300Hz Refresh Rate",,802.11ax,v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,Yes,Yes,Yes,Yes,,Yes,Yes,Built-in Array Microphone,2x 4W Speaker with Smart AMP Technology,,No,AMD Ryzen 9,"3.1 GHz, Octa Core Turbo Boost Upto 4.5 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB,,,1 TB,,4 Cell Battery,,,,,,,,,,,16:09,,,,,,,,,,,,,,,
479,Asus,"₹2,19,990",Ryzen 9,5900HS ,Gaming,Netbook,Windows 10 Home (64-bit),220.98 x 299.72 x 15.24 mm,1.32 kg,1 year Warranty,IPS,Yes,13.4 inches,1920 x 1200 pixels,~ 169,Yes,120Hz Refresh Rate,No,Yes,v5.1,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,Backlit Precision Gaming Keyboard,Yes,Yes,Yes,,,No,AMD Ryzen 9,"3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA ,5th Gen,NVIDIA GeForce GTX 1650,GDDR6  4 GB,16 GB LPDDR4X ,,,1 TB,,4 Cell Battery,,,,,,,,,,,16:10,,,,,,,,,,,,,,,
480,Acer,"₹1,59,990",Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363 x 254 x 19.9 mm,2.1 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio, 300 nits Brightness, 240 Hz Refresh Rate, 100% sRGB Color Gamut)",10/100/1000 Mbps (Killer Ethernet E2600),Killer Wi-Fi 6 AX1650i,v5,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,"FineTip RGB- with Independent Standard Numeric Keypad (International Language Support), Yes",Yes,Multi-gesture Touchpad (Moisture Resistant),Built-in Dual Microphones,Built-in Dual Speakers,"DTS X: Ultra Audio, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technolog, Acer TrueHarmony Technology",No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2070 with Max-Q Design,GDDR6 8 GB,16 GB DDR4,,,2 TB,,4 Cell Battery,"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access","Laptop, Power Adaptor, User Guide, Warranty Documents",59 WHr Li-ion Battery,,,Kensington Lock Slot,2,Intel HM470,,Upto 7 hours,,230 W AC Adapter,,,,,,,,,,,,,,
481,MSI,"₹2,14,990",Core i7,10875H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),358 x 248 x 19.8 mm,2.1 kg,2 years Warranty,LED ,No,15.6 inches,3840 x 2160 pixels,~ 282,No,UHD (4K) LED Backlit Thin Bezel Display (100% Adobe),Yes,Intel Wi-Fi 6 AX201 (2x2 ax),v5.1,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI Port,SD Card Reader,Yes,Yes,Yes,Single Backlight White Keyboard,Yes,Yes,Built-in Microphones,Built-in Dual Speakers,2 x 2 W Stereo Speakers,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 5.1 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2070 Max-Q,GDDR6 8 GB,32 GB DDR4,2666 MHz,,1 TB,,4 Cell Battery,"Nahimic 3, Cooler Boost, Trinity+, Creator Center, True Color 3.0","Laptop, Power Adaptor, User Guide, Warranty Documents",99.9 WHrs Li-ion Battery,,Yes,,,Intel HM470,,,,230 W AC Adapter,,,,,,,,,,,,,,
482,MSI,"₹82,990",Ryzen 7,4800H ,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display (144 Hz Refresh Rate),Yes,Intel AX200 (2x2) 6),v5.1,"2 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Backlight Keyboard (Single Red Color),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Speakers,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,AMD,4th Gen,AMD Radeon RX 5500M,GDDR6 4 GB,16 GB DDR4,3200 MHz,,512 GB,,3 Cell Battery,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3","Laptop, Power Adaptor, User Guide, Warranty Documents",51 WHr Li-ion Battery,,,,,,,,,180 W AC Adapter,,,,,,,,,,,,,,
483,Asus,"₹1,29,500",Ryzen 9 ,4900HS,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),324 x 220 x 19.9 mm,1.7 kg,1 year Onsite Warranty,LED ,No,14 inches,2560 x 1440 pixels,~ 210,Yes,"Quad HD LED Backlit IPS Display (300 nits Brightness, 72% NTSC Color Gamut, 60 Hz Refresh Rate, 800:1 Contrast Ratio, 100% sRGB, 75.35% Adobe, 170 Degree Viewing Angle, Pantone Validated)",No,IEEE 802.11ax (Wi-Fi 6),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0b Port,,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Dual Speakers,"2 x 0.7 W Tweeter, 2 x 2.5 W Speaker with Smart Amp Technology",No,AMD Ryzen 9 ,"3 GHz, Octa Core Turbo Boost Upto 4.3 GHz",12 MB,NVIDIA,4th Gen,NVIDIA Geforce RTX 2060 with Max-Q Design,GDDR6 6 GB,16 GB DDR4,3200 MHz,,1 TB,,4 Cell Battery,"Microsoft Office Home and Student 2019, Dolby Atmos Software","Laptop, Power Adaptor, User Guide, Warranty Documents","76 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,Yes,Kensington Lock,1,,,,,,,,,,,,,,,,,,,
484,HP,"₹62,094",Ryzen 5 ,4600H,Gaming,Netbook,Windows 10 Home Basic (64-bit),360 x 257 x 23.5 mm,1.98 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD Display,No,802.11 b/g/n/ax,v5,"1 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Internal Microphone,Dual Speakers,,No,AMD Ryzen 5 4600H,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650ti,4 GB,4 GB DDR4,,,512 GB,,3 Cell Battery,,,,,,,1,,,,,,,,,,,,,,,,,,,
485,Asus,"₹1,75,390",Ryzen 9 ,4900HS,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),324 x 220 x 19.9 mm,1.7 kg,1 year Onsite Warranty,LED ,No,14 inches,2560 x 1440 pixels,~ 210,Yes,"Quad HD LED Backlit IPS Display (300 nits Brightness, 72% NTSC Color Gamut, 60 Hz Refresh Rate, 800:1 Contrast Ratio, 100% sRGB, 75.35% Adobe, 170 Degree Viewing Angle, Pantone Validated)",No,IEEE 802.11ax (Wi-Fi 6),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0b Port,,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Dual Speakers,"2 x 0.7 W Tweeter, 2 x 2.5 W Speaker with Smart Amp Technology",No,AMD Ryzen 9 ,"3 GHz, Octa Core Turbo Boost Upto 4.3 GHz",12 MB,NVIDIA,4th Gen,NVIDIA Geforce RTX 2060 with Max-Q Design,GDDR6 6 GB,32 GB DDR4,3200 MHz,,1 TB,,4 Cell Battery,"Microsoft Office Home and Student 2019, Dolby Atmos Software","Laptop, Power Adaptor, User Guide, Warranty Documents","76 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,Yes,Kensington Lock,1,,,,,,,,,,,,,,,,,,,
486,HP,"₹62,999",AMD Ryzen 5 4600H,4600H,Gaming,Netbook,Windows 10 Home Basic (64-bit),360 x 257 x 23.5 mm,1.98 kg,1 Year,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Diagonal Full HD IPS Micro-edge WLED-Backlit Display,No,802.11 b/g/n/ax,v5,"1 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,Yes,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Integrated Dual Array Digital Microphone,Dual Speakers,,No,AMD Ryzen 5 4600H,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650,4 GB,8 GB DDR4,3200 MHz,,256 GB,,3 Cell Battery,,,,,,,1,,1 TB,,,,5400 RPM,,,,,,,,,,SATA,,,
487,Acer,"₹74,990",Core i5,10300H ,Gaming,Netbook,Windows 10 Home (64-bit),363 x 254 x 20 mm,1.7 kg,1 year Warranty,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Acer ComfyView,No,Yes,Yes,4 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,,,Yes,Yes,,,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA ,10th Gen,NVIDIA GeForce GTX 1650 Ti,GDDR6  4 GB,8 GB DDR4 ,,Upto 32 GB,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Asus,"₹2,15,999",Core i7,8750H,Gaming,,Windows 10 Home Basic (64-bit),360 x 268 x 15.3 mm,2.1 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display,No,802.11 a/b/g/n/ac,v5,"2 x USB 3.0, 2 x USB 2.0",1 x HDMI Port,Yes,Yes,Yes,Yes,"Chiclet Keyboard, Aura Sync with Marked WASD Keys",Yes,with Multi-Touch Gestures Enabled,Dual Array Digital Microphone,Stereo Speakers,,No,Intel Core i7-8750H ,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA GeForce RTX 2070,8 GB,16 GB DDR4,2666 MHz,Upto 32 GB,512 GB,,,,,,,,Yes,1,,,,,,,,,,,,,,,,,,,
489,Acer,"₹95,490",Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.4 x 255 x 22.9 mm,2.5 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD LED Backlit ComfyView TFT LCD Display (16:9 Aspect Ratio, 144 Hz Refresh Rate, 72% NTSC, 300 nits Brightness)",Killer Ethernet E2600 (10/100/1000 Mbps),IEEE 802.11a/b/g/n/ac (Wi-Fi 6),v5,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,"FineTip RGB with Independent Standard Numeric Keypad (International Language Support), Yes",Yes,Multi-gesture Touchpad,Built-in Dual Microphone,Built-in Speakers,"DTS X: Ultra Audio, Featuring Optimized Bass, Loudness, Speaker Protection with Upto 6 Custom Content Modes by Smart Amplifier, Acer TrueHarmony Technology for Lower Distortion, Wider Frequency Range, Headphone Like Audio and Powerful Sound, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technology",No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2060,GDDR6 6 GB,16 GB DDR4,,Upto 32 GB,256 GB,,4 Cell Battery,"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access","Laptop, Power Adaptor, User Guide, Warranty Documents",59 WHr Li-ion Battery,,,Kensington Lock Slot,2,Intel HM470,1 TB,,,230 W AC Adapter,7200 RPM,,,,,,,,,,,,,
490,Acer,"₹1,19,990",Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.4 x 255 x 22.9 mm,2.5 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD LED Backlit ComfyView TFT LCD Display (16:9 Aspect Ratio, 144 Hz Refresh Rate, 72% NTSC, 300 nits Brightness)",Killer Ethernet E2600 (10/100/1000 Mbps),IEEE 802.11a/b/g/n/ac (Wi-Fi 6),v5,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,"FineTip RGB with Independent Standard Numeric Keypad (International Language Support), Yes",Yes,Multi-gesture Touchpad,Built-in Dual Microphone,Built-in Speakers,"DTS X: Ultra Audio, Featuring Optimized Bass, Loudness, Speaker Protection with Upto 6 Custom Content Modes by Smart Amplifier, Acer TrueHarmony Technology for Lower Distortion, Wider Frequency Range, Headphone Like Audio and Powerful Sound, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technology",No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2060,GDDR6 6 GB,16 GB DDR4,,Upto 32 GB,256 GB,,4 Cell Battery,"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access","Laptop, Power Adaptor, User Guide, Warranty Documents",59 WHr Li-ion Battery,,,Kensington Lock Slot,2,Intel HM470,1 TB,,,,7200 RPM,,,,,,,,,,,,,
491,Asus,"₹2,69,990",Core i9,10980HK,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),356 x 224 x 24 mm,2.5 kg,1 year Onsite Warranty,OLED ,Yes,15.6 inches,3840 x 2160 pixels,~ 282,No,"UHD (4K) OLED Glossy IPS-Level Touch Display (DCI-P3: 100% Color Gamut, 400 nits Brightness, 133% sRGB Color Gamut, 89% Screen-to-body Ratio)",No,IEEE 802.11ax,v5,2 x USB 3.0,1 x HDMI v2.0a Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard with Num-key, Yes",Yes,ScreenPad Plus ((14 inch 3840 x 1100 Pixel (4K) IPS Panel Support Stylus) (with NumberPad Support)),Built-in Array Microphone,Built-in Speaker,Harman/Kardon Speakers,No,Intel Core i9,"2.4 GHz, Octa Core Turbo Boost Upto 5.3 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2060,GDDR6 6 GB,32 GB DDR4,2933 MHz,,1 TB,,8 Cell Battery,"My Asus, Splendid, Tru2Life","Laptop, Power Adaptor, Stylus, Plamrest, Stand, User Guide, Warranty Documents","71 WHr Li-ion Battery, US MIL-STD 810G Military-grade Standard",,,,,Intel HM470,,,16:09,230 W AC Adapter,,,,,,,,,,,,,,
492,Dell,"₹2,06,490",Core i9,10885H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),357 x 268 x 20 mm,2.56 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit Display,No,Killer Wi-Fi 6 (AX1650),v5.1,2 x USB 3.0,1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English International , Yes",Yes,Yes,Built-in Microphone,Built-in Dual Speakers,Waves Maxx Audio Pro,No,Intel Core i9,"2.4 GHz, Octa Core",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2070,GDDR6 8 GB,16 GB DDR4,2933 MHz,Upto 32 GB,1 TB,,6 Cell Battery,Microsoft Office Home and Student 2019,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,,Kensington Lock Slot,2,,,Upto 10 hours,,,,,,,,,,,,,,,,
493,Dell,"₹79,680",Ryzen 7 ,4800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),234 x 356 x 18 mm,2.5 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display,,Killer Wi-Fi 6 (AX1650),v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"English International , Yes",Yes,Yes,Built-in Microphone,Built-in Speakers,Waves Maxx Audio,No,AMD Ryzen 7 ,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",12 MB,AMD,4th Gen,AMD Radeon RX 5600M,GDDR6 6 GB,16 GB DDR4,3200 MHz,Upto 32 GB,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,,Kensington Lock Slot,2,,,Upto 10 hours,,,,,,,,,,,,,,,,
494,Dell,"₹1,38,294",Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),357 x 268 x 20 mm,2.56 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit Display,No,Killer Wi-Fi 6 (AX1650),v5.1,2 x USB 3.0,1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English International , Yes",Yes,Yes,Built-in Microphone,Built-in Dual Speakers,Waves Maxx Audio Pro,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2060,GDDR6 6 GB,16 GB DDR4,2933 MHz,Upto 32 GB,1 TB,,6 Cell Battery,Microsoft Office Home and Student 2019,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,,Kensington Lock Slot,2,,,Upto 10 hours,,,,,,,,,,,,,,,,
495,Asus,"₹2,34,990",Core i7,10875H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 252 x 18.9 mm,1.9 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display with G-Sync (300 nits Brightness, 72% NTSC Color Gamut, 300 Hz Refresh Rate, 3 ms Response Time (G2G) 178/178 Viewing Angle, 1000:1 Contrast Ratio, 100% sRGB, 75.36% Adobe, Pantone Validated)",10/100/1000 Mbps,IEEE 802.11ax (Wi-Fi 6),v5.1,"1 x USB Type-C, 2 x USB 3.0, 3 x USB 2.0",1 x HDMI v2.0b Port,,Yes,Yes,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,"ESS, Smart Amp Technology",No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 5.1 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2080 Super with Max-Q Design,GDDR6 8 GB,32 GB DDR4,3200 MHz,,1 TB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents","76 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,Kensington Lock,,Intel HM470,,,,240 W AC Adapter,,,,,,,,,,,,,,
496,MSI,"₹74,990",Core i5,9300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,2 years Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Thin Bezel Display (144 Hz Refresh Rate),Yes,Intel Wireless-AC 9560 (2x2 ac),v5,"2 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Backlight Keyboard (Single Color - Red),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,"2 x 2 W Speakers, Hi-Res Audio",No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1660 Ti,GDDR6 6 GB,16 GB DDR4,2666 MHz,,512 GB,,3 Cell Battery,"Matrix Display, Dragon Center, Cooler Boost 5, True Color 2.0, Nahimic 3","Laptop, Power Adaptor, User Guide, Warranty Documents",51 WHr Li-ion Battery,,,,,,,,,,,,,,,,,,,,,,,
497,Dell,"₹71,000",Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),234 x 356 x 18 mm,1.69 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display,,Killer Wi-Fi 6 (AX1650),v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"English International , Yes",Yes,Yes,Built-in Microphone,Built-in Speakers,Waves Maxx Audio,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,AMD,4th Gen,AMD Radeon RX 5600M,GDDR6 6 GB,8 GB DDR4,3200 MHz,Upto 32 GB,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,,Kensington Lock Slot,2,,,Upto 10 hours,,,,,,,,,,,,,,,,
498,Lenovo,"₹1,89,994",Core i7,10875H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359.34 x 259.04 x 19.9 mm,2.25 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (500 nits Brightness, 144 Hz Refresh Rate, 100% Adobe sRGB Gamut, Dolby Vision)",100/1000 Mbps,IEEE 802.11ax (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English RGB , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,2 x 2 W Stereo Speakers with Dolby Atmos,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 5.1 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2070,GDDR6 8 GB,16 GB DDR4,3200 MHz,,1 TB,,,Microsoft Office Home and Student 2019,"Laptop, Power Adaptor, User Guide, Warranty Documents",80 WHr Li-ion Battery,,,,,Intel HM470,,Upto 6 hours,16:09,230 W AC Adapter,,,,,,,,,,,,,,
499,Lenovo,"₹1,49,990",Core i7,10875H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359.34 x 259.04 x 19.9 mm,2.25 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit WVA Display (500 nits Brightness, 144 Hz Refresh Rate, 100% Adobe RGB Gamut, HDR400, Dolby Vision, G-Sync Support)",100/1000 Mbps,IEEE 802.11ax (Wi-Fi 6),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English RGB LED , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,2 x 2 W Stereo Speakers with Dolby Atoms,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 5.1 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2080 Super Max-Q,GDDR6 8 GB,16 GB DDR4,3200 MHz,,1 TB,,,Microsoft Office Home and Student 2019,"Laptop, Power Adaptor, User Guide, Warranty Documents",80 WHr Li-ion Battery,,,,2,Intel HM470,,Upto 6 hours,16:09,,,,,,,,,,,,,,,
